citation,text
BGE 137 III 539 E. 5.1,"Nach der bundesgerichtlichen Rechtsprechung haftet die Person, welche aus Gefälligkeit eine Leistung erbringt, aus unerlaubter Handlung (BGE 116 II 695 E. 4 S. 699), während sinngemäss nach den Regeln über die Geschäftsführung ohne Auftrag haftet, wer Nutzen aus der Gefälligkeit zieht (BGE 129 III 181 E. 4 S. 184, vgl. dazu etwa FELLMANN, HAVE 2003 S. 141; WIEGAND, ZBJV 2004 S. 861 ff.; GAUCH, Bauernhilfe, in: Recht des ländlichen Raums, Schmid/Seiler [Hrsg.], Luzerner Beiträge zur Rechtswissenschaft, Bd. 11, 2006, BGE 137 III 539 S. 544 S. 191, 215). Dieser Praxis stimmt ein Teil der Lehre zu (vgl. ENGEL, a.a.O., S. 222; wohl auch WIEGAND, a.a.O., S. 864 f.), während ein anderer Teil der Doktrin eine vertragliche oder vertragsähnliche Haftung des Gefälligen befürwortet (vgl. GAUCH/SCHLUEP/SCHMID, a.a.O., N. 1190a; HÜRLIMANN-KAUP, a.a.O., S. 187). Die deliktische Haftung des Gefälligen ist systematisch gerechtfertigt dadurch, dass das Zustandekommen eines Vertrags gerade verneint wird und daher auch keine Vertragspflichten entstehen. Sie ist aber auch sachgerecht. Es trifft zwar zu, dass die leistende Person mit der Gefälligkeit die Verpflichtung übernimmt, bei der Leistungserbringung den Gefälligkeitsnehmer nicht zu schädigen (HÜRLIMANN-KAUP, a.a.O., S. 144). Es ist jedoch nicht erkennbar, inwiefern sich die Art dieser Verpflichtung vom allgemeinen Verbot gemäss Art. 41 OR unterscheiden soll, niemandem widerrechtlich oder unsittlich schuldhaft Schaden zuzufügen. Dem Umstand, dass der Gefällige auch den Schutz blosser Vermögensinteressen übernehmen kann, ist mit der Anerkennung einer entsprechenden Garantenstellung hinreichend Rechnung getragen (BGE 116 II 695 E. 4 S. 699, vgl. auch GAUCH/SCHLUEP/SCHMID, a.a.O., N. 1190a mit Hinweisen). Eine Umkehr der Beweislast für das Verschulden des Gefälligen, die mit der Anerkennung einer vertragsähnlichen Haftung verbunden wäre, erscheint dagegen nicht gerechtfertigt. Die vorgebrachten Gründe überzeugen nicht, um die Praxis zu ändern. Vielmehr ist daran festzuhalten, dass der Gefällige nach Art. 41 OR haftet. Die Vorinstanz hat daher die Haftung der Beschwerdegegnerin zutreffend nach Art. 41 OR beurteilt."
BGE 137 III 539 E. 5.2,"Wer Schadenersatz aus Art. 41 Abs. 1 OR beansprucht, hat den Schaden, die widerrechtliche Handlung, den Kausalzusammenhang sowie das Verschulden zu beweisen (BGE 132 III 122 E. 4.1 S. 130). Ergibt sich die Rechtswidrigkeit aus der Verletzung eines absoluten Rechts (BGE 133 III 323 E. 5.1 S. 330; BGE 132 III 122 E. 4.1; BGE 124 III 297 E. 5b S. 301), so hat die geschädigte Person insbesondere den - für die widerrechtliche Schädigung kausalen - Mangel an objektiv gebotener Sorgfalt zu beweisen (BGE 120 Ib 411 E. 4a S. 414; BGE 115 Ib 175 E. 2b S. 181). Die Sorgfaltswidrigkeit ergibt sich aus dem Vergleich des tatsächlichen Verhaltens des Schädigers mit dem hypothetischen Verhalten eines durchschnittlich sorgfältigen Menschen in der Situation des Schädigers (BGE 116 Ia 162 E. 2c S. 170 f.; BGE 112 II 172 E. 2c S. 180, vgl. auch Urteil 4A_22/2008 vom 10. April 2008 E. 3). BGE 137 III 539 S. 545 Gemäss Art. 99 Abs. 2 OR richtet sich das Mass der Haftung nach der besonderen Natur des Geschäfts und wird insbesondere milder beurteilt, wenn das Geschäft für den Schuldner keinerlei Vorteil bezweckt. Diese systematisch in das Vertragsrecht eingereihte Bestimmung findet a fortiori auch auf Gefälligkeitshandlungen Anwendung, bei denen ein rechtsgeschäftlicher Bindungswille fehlt (HONSELL, a.a.O., § 9 N. 38). Bei Gefälligkeiten ist mithin grundsätzlich von einer verminderten Sorgfaltspflicht auszugehen (THIER, in: OR, Kurzkommentar, Honsell [Hrsg.], 2008, N. 7 zu Art. 99 OR). Es muss in der Regel genügen, dass der Gefällige jene Sorgfalt aufwendet, die er auch in eigenen Angelegenheiten beachtet (sog. eigenübliche Sorgfalt oder diligentia quam in suis). Denn wer im vertragsfreien Raum um eine Gefälligkeit bittet, kann vom Gefälligen nicht verlangen, eine höhere Sorgfalt als die eigenübliche aufzuwenden."
BGE 143 IV 40 E. 3.4.3,"Ein Entscheid muss, um dem verfassungsmässigen Gehörsanspruch (Art. 29 Abs. 2 BV) Genüge zu tun, dergestalt abgefasst sein, dass sich der Betroffene über seine Tragweite Rechenschaft geben und ihn in voller Kenntnis der Tatsache an die höhere Instanz weiterziehen kann (s. zum Ganzen BGE 139 IV 179 E. 2.2 S. 183; BGE 138 I 232 E. 5.1 S. 237; je mit Hinweisen). Dies ist nur der Fall, wenn die Frist für die Einreichung eines begründeten Rechtsmittels erst mit der Mitteilung der Entscheidgründe zu laufen beginnt. In der Lehre wird deshalb zutreffend verlangt, dass Rechtsmittelfristen erst ab Erhalt des vollständigen und begründeten Entscheids beginnen sollen (MOREILLON/PAREIN-REYMOND, CPP, Code de procédure pénale, 2. Aufl. 2016, N. 9 zu Art. 384 StPO; NIKLAUS SCHMID, Strafprozessrecht, 4. Aufl. 2005, N. 981). Gegenteiliges, das heisst ein Rechtsmittelverfahren ohne Kenntnis der Entscheidgründe, ist den Parteien und der Rechtsmittelinstanz grundsätzlich nicht zuzumuten (vgl. zur Berufung im Zivilprozess REETZ/THEILER, in: Kommentar zur Schweizerischen Zivilprozessordnung [ZPO], Sutter-Somm und andere [Hrsg.], 3. Aufl. 2016, N. 16 zu Art. 311 ZPO). BGE 143 IV 40 S. 47"
BGE 143 IV 63 E. 2.2,"Nach dem Anklagegrundsatz bestimmt die Anklageschrift den Gegenstand des Gerichtsverfahrens (Umgrenzungsfunktion; Art. 9 und Art. 325 StPO; Art. 29 Abs. 2 und Art. 32 Abs. 2 BV; Art. 6 Ziff. 1 und Ziff. 3 lit. a und b EMRK). Das Gericht ist an den in der Anklage wiedergegebenen Sachverhalt gebunden (Immutabilitätsprinzip), nicht aber an dessen rechtliche Würdigung durch die Anklagebehörde (vgl. Art. 350 StPO). Die Anklage hat die der beschuldigten Person zur Last gelegten Delikte in ihrem Sachverhalt so präzise zu umschreiben, dass die Vorwürfe in objektiver und subjektiver Hinsicht genügend konkretisiert sind. Das Akkusationsprinzip bezweckt zugleich den Schutz der Verteidigungsrechte der beschuldigten Person und dient dem Anspruch auf rechtliches Gehör (Informationsfunktion; BGE 141 IV 132 E. 3.4.1; BGE 140 IV 188 E. 1.3; BGE 133 IV 235 E. 6.2 f.; BGE 126 I 19 E. 2a; je mit Hinweisen). Die beschuldigte Person muss unter dem Gesichtspunkt der Informationsfunktion aus der Anklage ersehen können, wessen sie angeklagt ist. Das bedingt eine zureichende Umschreibung der Tat. Entscheidend ist, dass der Betroffene genau weiss, welcher konkreter Handlungen er beschuldigt und wie sein Verhalten rechtlich qualifiziert wird, damit er sich in seiner Verteidigung richtig vorbereiten kann. Er darf nicht Gefahr laufen, erst an der Gerichtsverhandlung mit neuen Anschuldigungen konfrontiert zu werden (vgl. BGE 103 Ia 6 E. 1b; Urteile 6B_492/2015 vom 2. Dezember 2015 E. 2.2, nicht publ. in: BGE 141 IV 437 ; 6B_1073/2014 vom 7. Mai 2015 E. 1.2; 6B_344/2011 vom 16. September 2011 E. 3; je mit Hinweisen)."
BGE 137 IV 122 E. 3.2,"Das Bundesgericht hat bei der Überprüfung des dringenden Tatverdachts keine erschöpfende Abwägung sämtlicher belastender und entlastender Beweisergebnisse vorzunehmen. Zu prüfen ist vielmehr, ob genügend konkrete Anhaltspunkte für eine Straftat und eine Beteiligung des Beschwerdeführers daran vorliegen, die Untersuchungsbehörden somit das Bestehen eines dringenden Tatverdachts mit vertretbaren Gründen bejahen durften. Im Haftprüfungsverfahren genügt der Nachweis von konkreten Verdachtsmomenten, wonach das inkriminierte Verhalten mit erheblicher Wahrscheinlichkeit die fraglichen Tatbestandsmerkmale erfüllen könnte (vgl. BGE 116 Ia 143 E. 3c S. 146). Das Beschleunigungsgebot in Haftsachen lässt keinen Raum für ausgedehnte Beweismassnahmen. Zur Frage des dringenden Tatverdachts hat das Haftgericht weder ein eigentliches Beweisverfahren durchzuführen noch dem erkennenden Strafgericht BGE 137 IV 122 S. 127 vorzugreifen. Vorbehalten bleibt allenfalls die Abnahme eines liquiden Alibibeweises (vgl. BGE 124 I 208 E. 3 S. 210 mit Hinweisen; Urteil 1B_330/2009 vom 2. Dezember 2009 E. 3)."
BGE 137 IV 122 E. 4.1,Der Beschwerdeführer bestreitet das Vorliegen von Kollusionsgefahr. Zwar sei die richterliche Sachaufklärung im Hinblick auf die beschränkte Unmittelbarkeit der Beweisaufnahme anlässlich der Hauptverhandlung vor unzulässigen Einflussnahmen zu bewahren. Die blosse Wahrscheinlichkeit einer Einvernahme des mutmasslichen Opfers durch das Gericht genüge jedoch zur Begründung von Kollusionsgefahr nicht.
BGE 137 IV 122 E. 4.2,"Gemäss Art. 221 Abs. 1 lit. b i.V.m. Art. 237 Abs. 1 StPO ist Untersuchungshaft respektive die Anordnung von Ersatzmassnahmen zulässig, wenn ernsthaft zu befürchten ist, die beschuldigte Person könnte Personen beeinflussen oder auf Beweismittel einwirken, um so die Wahrheitsfindung zu beeinträchtigen. Die strafprozessuale Haft wegen Kollusionsgefahr soll verhindern, dass die beschuldigte Person die Freiheit dazu missbrauchen würde, die wahrheitsgetreue Abklärung des Sachverhalts zu vereiteln oder zu gefährden. Konkrete Anhaltspunkte für Kollusionsgefahr können sich nach der Rechtsprechung des Bundesgerichts namentlich ergeben aus dem bisherigen Verhalten des Beschuldigten im Strafprozess, aus seinen persönlichen Merkmalen, aus seiner BGE 137 IV 122 S. 128 Stellung und seinen Tatbeiträgen im Rahmen des untersuchten Sachverhaltes sowie aus den persönlichen Beziehungen zwischen ihm und den ihn belastenden Personen. Bei der Frage, ob im konkreten Fall eine massgebliche Beeinträchtigung des Strafverfahrens wegen Verdunkelung droht, ist auch der Art und Bedeutung der von Beeinflussung bedrohten Aussagen bzw. Beweismittel, der Schwere der untersuchten Straftaten sowie dem Stand des Verfahrens Rechnung zu tragen. Nach Abschluss der Strafuntersuchung bedarf der Haftgrund der Kollusionsgefahr einer besonders sorgfältigen Prüfung (BGE 132 I 21 E. 3.2 S. 23)."
BGE 137 IV 122 E. 6.2,"Nach Art. 237 Abs. 1 StPO ordnet das zuständige Gericht an Stelle der Untersuchungs- oder der Sicherheitshaft eine oder mehrere mildere Massnahmen an, wenn sie den gleichen Zweck wie die Haft erfüllen. Als Ersatzmassnahmen kommen gemäss Art. 237 Abs. 2 StPO namentlich in Frage: a. die Sicherheitsleistung; b. die Ausweis- und Schriftensperre; c. die Auflage, sich nur oder sich nicht an einem bestimmten Ort oder in einem bestimmten Haus aufzuhalten; d. die Auflage, sich regelmässig bei einer Amtsstelle zu melden; e. die Auflage, einer geregelten Arbeit nachzugehen; f. die Auflage, sich einer ärztlichen Behandlung oder einer Kontrolle zu unterziehen; g. das Verbot, mit bestimmten Personen Kontakte zu pflegen. Die Strafprozessordnung sieht damit die vorliegend ausgesprochenen Ersatzmassnahmen der Aufenthaltsbeschränkung (Art. 237 Abs. 2 lit. c StPO), der Meldepflicht (Art. 237 Abs. 2 lit. d StPO) und des Kontaktverbots (Art. 237 Abs. 2 lit. g StPO) ausdrücklich vor. Die Aufenthaltsbeschränkung gemäss Art. 237 Abs. 2 lit. c StPO besteht entweder in der Verpflichtung, ein bestimmtes Gebiet nicht zu verlassen (Eingrenzung), oder in jener, eine bestimmte Gegend nicht zu betreten (Ausgrenzung). Die Weisung kann mithin ein Aufenthaltsgebot oder ein Aufenthaltsverbot zum Gegenstand haben. Letzterem kommt insbesondere bei häuslicher Gewalt Bedeutung zu. So kann etwa ein Ehemann, der seine Ehefrau massiv bedroht und schlägt, aus der ehelichen Wohnung gewiesen und ihm verboten werden, diese zu betreten bzw. sich ihr auch nur zu nähern (MATTHIAS HÄRRI, in: Basler Kommentar, Schweizerische Strafprozessordnung, 2011, N. 11 zu Art. 237 StPO). Eine Ausgrenzung kann zur BGE 137 IV 122 S. 132 Herabsetzung von Kollusionsgefahr verhängt werden, namentlich um zu vereiteln, dass der Ehemann die ihn belastende Ehefrau zu beeinflussen versucht. Eingrenzungen fallen demgegenüber vor allem zur Bannung von Fluchtgefahr in Betracht. Gleiches gilt für die Auferlegung einer Meldepflicht nach Art. 237 Abs. 2 lit. d StPO, da hierdurch eine allfällige Flucht zumindest relativ rasch entdeckt würde (SYLVA FISNAR, Ersatzanordnungen für Untersuchungshaft und Sicherheitshaft im zürcherischen Strafprozess, 1997, S. 69). Ein Kontaktverbot gemäss Art. 237 Abs. 2 lit. g StPO schliesslich stellt ebenfalls eine bei Vorliegen von Kollusionsgefahr denkbare Massnahme dar."
BGE 137 IV 122 E. 6.4,"Eine Eingrenzung auf ein bestimmtes Gebiet kommt, wie dargelegt (vgl. E. 6.2 hiervor), primär bei Fluchtgefahr in Betracht. Geht es demgegenüber darum, einer Kollusionsgefahr in Form der möglichen Beeinflussung des mutmasslichen Opfers zu begegnen, dürfte in aller Regel eine Ausgrenzung als mildere Massnahme genügen. Dies ist auch vorliegend der Fall. Die Verpflichtung, den BGE 137 IV 122 S. 133 Kanton Bern nicht zu verlassen, schränkt den Beschwerdeführer in seiner persönlichen Freiheit stark ein. Das Ziel, zu verhindern, dass er seine Ehefrau aufsucht oder sich auch nur in deren Nähe begibt, kann ebenso durch die weniger einschneidende Massnahme der Ausgrenzung in Form der Auflage, den Wohnkanton seiner Ehefrau ausserhalb der festgelegten Besuchszeiten für seine Tochter nicht zu betreten, erreicht werden. Als Zwischenfazit ist festzuhalten, dass die Eingrenzung des Beschwerdeführers auf das Gebiet des Kantons Bern nicht verhältnismässig ist. Als Massnahme gegen mögliche Kollusionshandlungen ist eine Ausgrenzung, das heisst ein Verbot, den Kanton Waadt zu betreten, ausreichend. Die Ersatzmassnahme der Meldepflicht wird ebenfalls vor allem zur Herabsetzung von Fluchtgefahr angeordnet. Bei Kollusionsgefahr erscheint es hingegen fraglich, ob eine Meldepflicht überhaupt eine taugliche Massnahme darstellt. Die nunmehr seit über einem Jahr andauernde tägliche Meldepflicht ist aber jedenfalls als unverhältnismässig einzustufen. Mit der Pflicht, sich täglich zwischen"
BGE 143 IV 168 E. 5.1,"En vertu des art. 31 al. 3 Cst. et 5 par. 3 CEDH, toute personne qui est mise en détention préventive a le droit d'être jugée dans un délai raisonnable ou d'être libérée pendant la procédure pénale. L'art. 212 al. 3 CPP rappelle cette exigence en précisant que la détention provisoire ou pour des motifs de sûreté ne doit pas durer plus longtemps que la peine privative de liberté prévisible. Le juge peut dès lors maintenir la détention préventive aussi longtemps qu'elle n'est pas très proche de la durée de la peine privative de liberté à laquelle il faut s'attendre concrètement en cas de condamnation (ATF 139 IV 270 consid. 3.1 p. 275 et les arrêts cités). Lorsque le détenu a déjà été jugé en première instance, ce prononcé constitue un indice important quant à la peine susceptible de devoir être finalement exécutée (ATF 139 IV 270 consid. 3.1 p. 275 s. et les arrêts cités). Afin d'éviter d'empiéter sur les compétences du juge du fond, le juge de la détention ne tient en principe pas compte de la possibilité éventuelle de l'octroi, par l'autorité de jugement, d'un sursis, d'un sursis partiel (ATF 139 IV 270 consid. 3.1 p. 275) ou d'une libération conditionnelle (arrêt 1B_82/2013 du 27 mars 2013 consid. 3.2, in Pra 2013 74 549)."
